BLOCK,TRT,PLOT,PLOTID,TREE_NO,SPECIES,STAT01,STAT02,STAT03,STAT05,STAT12,STAT20,DOWN12,DOWN20,DBH_01,DBH_05,DBH_12,DBH_20,HT01,HT20,CrFBH01,CrFBH20
1,to,2,1102,1,PIPO,0,0,0,0,0,0,0,0,21.59,22.352,23.876,25.908,12.28343961,14.72183953,5.364479828,5.30351983
1,to,2,1102,1.1,PSME,0,1,1,1,1,1,0,0,15.494,,,,10.45463967,,,
1,to,2,1102,2,PIPO,0,0,0,0,0,0,0,0,28.702,30.48,34.036,37.084,16.09343949,20.54351934,5.94359981,6.095999805
1,to,2,1102,2.1,PIPO,0,1,1,1,1,1,0,0,15.748,,,,11.36903964,,,
1,to,2,1102,3,PIPO,0,0,0,0,0,0,0,0,22.86,25.146,29.21,32.258,13.83791956,19.11095939,5.852159813,6.2483998
1,to,2,1102,3.1,PSME,0,1,1,1,1,1,0,0,22.606,,,,13.89887956,,,
1,to,2,1102,4,PIPO,0,0,0,0,0,0,0,0,14.224,15.748,19.558,23.368,10.27175967,14.50847954,5.455919825,3.047999903
1,to,2,1102,4.1,PSME,,,,,,0,0,0,,,,11.684,,7.345679765,,0.30479999
1,to,2,1102,5,PIPO,0,0,0,0,0,0,0,0,47.752,50.292,54.356,59.944,23.92679923,26.57855915,6.187439802,4.876799844
1,to,2,1102,5.1,PSME,0,1,1,1,1,1,0,0,51.308,,,,22.58567928,,,
1,to,2,1102,6,PIPO,0,0,0,0,0,0,0,0,25.146,27.686,33.02,37.338,15.33143951,17.06879945,3.44423989,3.474719889
1,to,2,1102,6.1,PIPO,0,1,1,1,1,1,0,0,20.066,,,,13.68551956,,,
1,to,2,1102,7,PIPO,0,0,0,0,0,0,0,0,30.226,31.75,36.83,39.624,17.46503944,23.28671926,5.577839822,4.876799844
1,to,2,1102,7.1,PIPO,0,1,1,1,1,1,0,0,51.054,,,,25.32887919,,,
1,to,2,1102,8.1,PSME,0,1,1,1,1,1,0,0,43.942,,,,21.15311932,,,
1,to,2,1102,9.1,PIPO,0,1,1,1,1,1,0,0,50.292,,,,25.1459992,,,
1,to,2,1102,10.1,PIPO,0,1,1,1,1,1,0,0,47.498,,,,24.41447922,,,
1,to,2,1102,11.1,PSME,0,1,1,1,1,1,0,0,12.7,,,,8.961119713,,,
1,to,2,1102,13.1,PIPO,0,1,1,1,1,1,0,0,10.16,,,,8.168639739,,,
1,to,2,1102,15.1,PIPO,0,1,1,1,1,1,0,0,24.638,,,,15.94103949,,,
1,to,2,1102,16.1,PSME,0,1,1,1,1,1,0,0,11.938,,,,8.564879726,,,
1,to,2,1102,17.1,PSME,0,1,1,1,1,1,0,0,19.812,,,,12.5882396,,,
1,to,2,1102,18.1,PIPO,0,1,1,1,1,1,0,0,10.922,,,,8.625839724,,,
1,to,2,1102,19.1,PSME,0,1,1,1,1,1,0,0,18.034,,,,11.73479962,,,
1,to,2,1102,20.1,PSME,0,1,1,1,1,1,0,0,12.192,,,,8.686799722,,,
1,to,2,1102,21.1,PIPO,0,1,1,1,1,1,0,0,21.844,,,,14.56943953,,,
1,to,2,1102,99.1,PSME,0,1,1,1,1,1,0,0,10.16,,,,7.559039758,,,
1,to,5,1105,1,PIPO,0,0,0,0,0,0,0,0,39.624,41.402,44.196,46.736,24.23159923,27.73679911,8.473439729,8.74775972
1,to,5,1105,1.05,PSME,,,,0,0,0,0,0,,10.668,14.986,18.288,,11.70431963,,2.133599932
1,to,5,1105,1.1,PSME,,,,,,0,0,0,,,,13.716,,7.711439753,,0.609599981
1,to,5,1105,1.1,PIPO,0,1,1,1,1,1,0,0,16.764,,,,11.94815962,,,
1,to,5,1105,2,PIPO,0,0,0,0,0,0,0,0,20.32,21.336,23.876,25.654,17.83079943,20.60447934,10.51559966,8.168639739
1,to,5,1105,2.1,PIPO,0,1,1,1,1,1,0,0,21.844,,,,14.56943953,,,
1,to,5,1105,3,PIPO,0,0,0,0,0,0,0,0,44.704,46.228,50.038,52.324,25.45079919,27.12719913,9.99743968,7.772399751
1,to,5,1105,3.1,PIPO,0,1,1,1,1,1,0,0,17.526,,,,12.34439961,,,
1,to,5,1105,4,PIPO,0,0,0,0,0,0,0,0,19.05,20.32,23.368,28.448,13.56359957,19.04999939,7.071359774,5.974079809
1,to,5,1105,4.1,PSME,0,1,1,1,1,1,0,0,17.272,,,,11.36903964,,,
1,to,5,1105,5,PICO,0,0,0,0,0,0,0,0,17.526,19.05,22.352,24.384,15.6057595,18.7147194,6.187439802,5.760719816
1,to,5,1105,5.1,PIPO,,,,,0,0,0,0,,,10.922,12.954,,13.13687958,,5.425439826
1,to,5,1105,5.2,PSME,,,,,,0,0,0,,,,11.938,,8.503919728,,0.30479999
1,to,5,1105,5.3,PSME,,,,,,0,0,0,,,,13.97,,7.254239768,,0.30479999
1,to,5,1105,6,PIPO,0,0,0,0,0,0,0,0,33.528,35.814,39.116,41.91,18.28799942,21.45791931,5.364479828,5.94359981
1,to,5,1105,6.1,PSME,,,,,,0,0,0,,,,11.938,,8.107679741,,0.30479999
1,to,5,1105,6.1,PIPO,0,1,1,1,1,1,0,0,14.986,,,,10.97279965,,,
1,to,5,1105,7.1,PIPO,0,1,1,1,1,1,0,0,19.558,,,,13.41119957,,,
1,to,5,1105,8.1,PSME,0,1,1,1,1,1,0,0,18.542,,,,11.97863962,,,
1,to,5,1105,9.1,PIPO,0,1,1,1,1,1,0,0,48.26,,,,24.62783921,,,
1,to,5,1105,10.2,PIPO,0,0,0,0,0,0,0,0,11.684,12.7,16.51,20.066,9.05255971,13.59407957,,4.602479853
1,to,5,1105,11.1,PIPO,0,1,1,1,1,1,0,0,16.002,,,,11.52143963,,,
1,to,5,1105,12.1,PSME,0,1,1,1,1,1,0,0,31.75,,,,17.55647944,,,
1,to,5,1105,13.1,PSME,0,1,1,1,1,1,0,0,11.684,,,,8.412479731,,,
1,to,5,1105,14.1,PICO,0,1,1,1,1,1,0,0,14.986,,,,13.16735958,,,
1,to,5,1105,15.1,PSME,0,1,1,1,1,1,0,0,31.75,,,,17.55647944,,,
1,to,5,1105,16.1,PIPO,0,1,1,1,1,1,0,0,44.196,,,,23.50007925,,,
1,to,5,1105,17.1,PSME,0,1,1,1,1,1,0,0,11.43,,,,8.260079736,,,
1,to,5,1105,18.1,PSME,0,1,1,1,1,1,0,0,10.922,,,,7.985759745,,,
1,to,5,1105,19.1,PSME,0,1,1,1,1,1,0,0,20.32,,,,12.83207959,,,
1,to,5,1105,20.1,PIPO,0,1,1,1,1,1,0,0,50.292,,,,25.1459992,,,
1,to,5,1105,21.1,PIPO,0,1,1,1,1,1,0,0,40.894,,,,22.46375928,,,
1,to,5,1105,22.2,PIPO,0,0,0,0,0,0,0,0,12.446,13.97,17.272,20.574,9.509759696,12.86255959,,3.992879872
1,to,5,1105,99.2,PIPO,0,1,1,1,1,1,0,0,13.208,,,,9.936479682,,,
1,to,9,1109,1,PIPO,0,0,0,0,0,0,0,0,35.56,37.084,41.148,43.18,19.11095939,22.06751929,7.376159764,7.924799746
1,to,9,1109,1.1,PSME,0,1,1,1,1,1,0,0,24.384,,,,14.66087953,,,
1,to,9,1109,2,PIPO,0,0,0,0,0,0,0,0,28.448,29.21,31.75,33.274,18.13559942,21.33599932,9.540239695,10.36319967
1,to,9,1109,2.1,PIPO,0,1,1,1,1,1,0,0,11.684,,,,9.05255971,,,
1,to,9,1109,3,PIPO,0,0,0,0,0,0,0,0,33.274,34.798,38.354,41.402,18.50135941,22.95143927,8.534399727,8.534399727
1,to,9,1109,3.1,PIPO,0,1,1,1,1,1,0,0,41.656,,,,22.70759927,,,
1,to,9,1109,4,PIPO,0,0,0,0,0,0,0,0,38.1,39.116,41.91,43.942,21.33599932,24.9935992,9.083039709,7.924799746
1,to,9,1109,4.1,PSME,0,1,1,1,1,1,0,0,23.622,,,,14.32559954,,,
1,to,9,1109,5,PIPO,0,0,0,0,0,0,0,0,28.956,29.718,32.004,34.544,17.34311945,19.81199937,8.199119738,8.412479731
1,to,9,1109,5.1,PIPO,0,1,1,1,1,1,0,0,16.51,,,,11.79575962,,,
1,to,9,1109,6,PIPO,0,0,0,0,0,0,0,0,26.67,27.432,30.48,31.496,18.13559942,20.97023933,10.97279965,10.66799966
1,to,9,1109,6.1,PIPO,0,1,1,1,1,1,0,0,24.13,,,,15.6971995,,,
1,to,9,1109,7,PIPO,0,0,0,0,0,0,0,0,29.718,31.242,34.798,36.83,18.6232794,22.34183929,11.06423965,11.21663964
1,to,9,1109,7.1,PIPO,0,1,1,1,1,1,0,0,25.4,,,,16.30679948,,,
1,to,9,1109,8,PIPO,0,0,0,0,0,0,0,0,22.86,24.638,24.384,25.654,15.11807952,10.66799966,7.437119762,5.394959827
1,to,9,1109,8.1,PIPO,0,1,1,1,1,1,0,0,21.844,,,,14.56943953,,,
1,to,9,1109,9,PIPO,0,0,0,0,0,0,0,0,24.892,27.178,32.512,36.068,16.64207947,21.57983931,8.686799722,7.650479755
1,to,9,1109,10,PIPO,0,2,2,2,2,2,1,1,20.828,20.828,20.828,,16.24583948,,10.60703966,
1,to,9,1109,11,PIPO,0,0,0,0,0,0,0,0,24.13,25.654,28.448,31.496,16.79447946,20.93975933,8.016239744,5.547359823
1,to,9,1109,11.1,PIPO,0,1,1,1,1,1,0,0,14.478,,,,10.66799966,,,
1,to,9,1109,12,PIPO,0,0,0,0,0,0,0,0,27.178,28.448,31.496,33.274,18.07463942,21.33599932,9.296399703,7.619999756
1,to,9,1109,12.1,PIPO,0,1,1,1,1,1,0,0,14.478,,,,10.66799966,,,
1,to,9,1109,13,PIPO,0,0,0,0,0,0,0,0,21.336,23.368,27.94,30.734,18.19655942,22.46375928,9.05255971,8.534399727
1,to,9,1109,13.1,PIPO,0,1,1,1,1,1,0,0,16.764,,,,11.94815962,,,
1,to,9,1109,14,PIPO,0,2,2,2,2,2,1,1,25.4,25.4,25.4,,18.25751942,,7.010399776,
1,to,9,1109,14.1,PIPO,0,1,1,1,1,1,0,0,10.414,,,,8.321039734,,,
1,to,9,1109,15,PIPO,0,0,0,0,0,0,0,0,32.766,34.798,37.846,41.148,20.60447934,23.43911925,9.784079687,9.143999707
1,to,9,1109,15.1,PIPO,0,1,1,1,1,1,0,0,23.114,,,,15.20951951,,,
1,to,9,1109,16,PIPO,0,2,2,2,2,2,1,1,18.796,18.796,18.796,,15.94103949,,10.24127967,
1,to,9,1109,17,PIPO,0,0,0,0,0,0,0,0,34.798,36.576,40.894,43.942,21.18359932,25.60319918,8.534399727,8.961119713
1,to,9,1109,18,PIPO,0,0,0,0,0,0,0,0,26.162,27.94,31.496,36.322,19.35479938,22.89047927,9.966959681,11.88719962
1,to,9,1109,18.1,PIPO,0,1,1,1,1,1,0,0,22.606,,,,14.96567952,,,
1,to,9,1109,19,PIPO,0,0,0,0,0,0,0,0,27.686,28.956,32.512,33.782,17.49551944,21.9455993,9.296399703,8.046719743
1,to,9,1109,19.1,PIPO,0,1,1,1,1,1,0,0,18.288,,,,12.74063959,,,
1,to,9,1109,20,PIPO,0,0,0,0,0,0,0,0,30.734,32.512,35.814,38.862,20.36063935,24.07919923,8.321039734,7.010399776
1,to,9,1109,20.1,PSME,0,1,1,1,1,1,0,0,17.018,,,,11.24711964,,,
1,to,9,1109,21,PIPO,0,0,0,0,0,0,0,0,32.258,34.29,37.592,39.624,18.8671194,21.8846393,9.265919704,9.143999707
1,to,9,1109,21.1,PIPO,0,1,1,1,1,1,0,0,13.208,,,,9.936479682,,,
1,to,9,1109,22,PIPO,0,0,0,0,0,0,0,0,30.48,32.258,35.052,38.1,24.68879921,27.98063911,11.03375965,10.05839968
1,to,9,1109,22.1,PIPO,0,1,1,1,1,1,0,0,15.494,,,,11.24711964,,,
1,to,9,1109,23,PIPO,0,0,0,0,0,0,0,0,25.4,26.924,30.48,34.036,17.64791944,21.64079931,9.784079687,9.143999707
1,to,9,1109,23.1,PIPO,0,1,1,1,1,1,0,0,17.78,,,,12.4967996,,,
1,to,9,1109,24,PIPO,0,0,0,0,0,0,0,0,34.29,35.814,37.846,40.64,20.33015935,23.86583924,10.11935968,9.143999707
1,to,9,1109,24.1,PIPO,0,1,1,1,1,1,0,0,22.098,,,,14.72183953,,,
1,to,9,1109,26.1,PIPO,0,1,1,1,1,1,0,0,21.082,,,,14.20367955,,,
1,to,9,1109,27.1,PIPO,0,1,1,1,1,1,0,0,14.732,,,,10.82039965,,,
1,to,9,1109,28.1,PIPO,0,1,1,1,1,1,0,0,15.494,,,,11.24711964,,,
1,to,9,1109,29.1,PIPO,0,1,1,1,1,1,0,0,12.446,,,,9.509759696,,,
1,to,9,1109,31.1,PIPO,0,1,1,1,1,1,0,0,20.32,,,,13.80743956,,,
1,to,9,1109,32.1,PIPO,0,1,1,1,1,1,0,0,18.542,,,,12.89303959,,,
1,to,9,1109,33.1,PIPO,0,1,1,1,1,1,0,0,10.668,,,,8.473439729,,,
1,to,9,1109,34.1,PIPO,0,1,1,1,1,1,0,0,16.764,,,,11.94815962,,,
1,to,9,1109,36.1,PIPO,0,1,1,1,1,1,0,0,16.002,,,,11.52143963,,,
1,to,9,1109,38.1,PIPO,0,1,1,1,1,1,0,0,23.114,,,,15.20951951,,,
1,to,9,1109,39.1,PIPO,0,1,1,1,1,1,0,0,19.05,,,,13.16735958,,,
1,to,9,1109,40.1,PIPO,0,1,1,1,1,1,0,0,14.986,,,,10.97279965,,,
1,to,9,1109,41.1,PIPO,0,1,1,1,1,1,0,0,16.51,,,,11.79575962,,,
1,to,9,1109,44.1,PIPO,0,1,1,1,1,1,0,0,27.94,,,,17.46503944,,,
1,to,9,1109,45.1,PIPO,0,1,1,1,1,1,0,0,16.51,,,,11.79575962,,,
1,to,9,1109,46.1,PIPO,0,1,1,1,1,1,0,0,24.384,,,,15.81911949,,,
1,to,9,1109,48.1,PIPO,0,1,1,1,1,1,0,0,30.226,,,,18.44039941,,,
1,to,9,1109,49.1,PIPO,0,1,1,1,1,1,0,0,21.844,,,,14.56943953,,,
1,to,9,1109,50.1,PIPO,0,1,1,1,1,1,0,0,39.624,,,,22.0370393,,,
1,to,9,1109,51.1,PIPO,0,1,1,1,1,1,0,0,21.844,,,,14.56943953,,,
1,to,9,1109,52.1,PIPO,0,1,1,1,1,1,0,0,26.416,,,,16.76399946,,,
1,to,9,1109,53.1,PIPO,0,1,1,1,1,1,0,0,31.242,,,,18.8671194,,,
1,to,12,1112,1,PIPO,0,0,0,0,0,0,0,0,31.496,34.036,38.608,42.926,18.7451994,24.07919923,7.19327977,7.467599761
1,to,12,1112,1.1,PSME,0,1,1,1,1,1,0,0,22.606,,,,13.89887956,,,
1,to,12,1112,2,PIPO,0,0,0,0,0,0,0,0,48.006,50.292,54.102,55.88,23.46959925,27.43199912,7.223759769,7.924799746
1,to,12,1112,2.1,PSME,0,1,1,1,1,1,0,0,22.352,,,,13.77695956,,,
1,to,12,1112,3,PIPO,0,0,0,0,0,0,0,0,27.432,29.464,32.258,34.544,18.01367942,22.09799929,5.608319821,6.278879799
1,to,12,1112,3.1,PSME,0,1,1,1,1,1,0,0,13.716,,,,9.509759696,,,
1,to,12,1112,4,PIPO,0,0,0,0,0,0,0,0,30.988,32.766,36.576,39.37,18.19655942,22.79903927,9.99743968,7.528559759
1,to,12,1112,4.1,PSME,0,1,1,1,1,1,0,0,20.828,,,,13.07591958,,,
1,to,12,1112,5,PIPO,0,0,0,0,0,0,0,0,41.402,43.434,46.228,49.276,23.68295924,28.77311908,9.143999707,11.09471965
1,to,12,1112,5.1,PSME,0,1,1,1,1,1,0,0,25.908,,,,15.30095951,,,
1,to,12,1112,6,PIPO,0,0,0,0,0,0,0,0,32.766,34.544,37.846,40.386,22.52471928,28.86455908,10.51559966,13.71599956
1,to,12,1112,6.1,PSME,0,1,1,1,1,1,0,0,18.796,,,,12.10055961,,,
1,to,12,1112,7,PIPO,0,0,0,0,0,0,0,0,42.164,43.942,46.228,49.784,23.65247924,29.77895905,6.918959779,9.143999707
1,to,12,1112,7.1,PSME,0,1,1,1,1,1,0,0,21.336,,,,13.31975957,,,
1,to,12,1112,8,PIPO,0,0,0,0,0,0,0,0,25.146,26.67,30.988,32.766,17.37359944,22.40279928,7.589519757,6.705599785
1,to,12,1112,8.1,PIPO,0,1,1,1,1,1,0,0,25.146,,,,16.18487948,,,
1,to,12,1112,9,PIPO,0,0,0,0,0,2,0,0,45.466,48.006,51.308,,21.9151193,,9.326879702,
1,to,12,1112,9.1,PSME,0,1,1,1,1,1,0,0,18.796,,,,12.10055961,,,
1,to,12,1112,10,PIPO,0,0,0,0,0,0,0,0,22.606,23.876,27.432,29.464,15.45335951,20.75687934,7.071359774,6.644639787
1,to,12,1112,10.1,PSME,0,1,1,1,1,1,0,0,12.192,,,,8.686799722,,,
1,to,12,1112,11,PIPO,0,0,0,0,0,0,0,0,63.246,65.278,68.072,70.358,29.50463906,34.13759891,9.3878397,8.534399727
1,to,12,1112,11.1,PIPO,0,1,1,1,1,1,0,0,13.97,,,,10.39367967,,,
1,to,12,1112,13.1,PSME,0,1,1,1,1,1,0,0,11.684,,,,8.412479731,,,
1,to,12,1112,14.1,PSME,0,1,1,1,1,1,0,0,19.304,,,,12.3748796,,,
1,to,12,1112,15.1,PIPO,0,1,1,1,1,1,0,0,24.638,,,,15.94103949,,,
1,to,12,1112,16.1,PIPO,0,1,1,1,1,1,0,0,33.782,,,,19.90343936,,,
1,to,12,1112,17.1,PSME,0,1,1,1,1,1,0,0,12.954,,,,9.113519708,,,
1,to,12,1112,18.1,PSME,0,1,1,1,1,1,0,0,12.954,,,,9.113519708,,,
1,to,12,1112,19.1,PICO,0,1,1,1,1,1,0,0,23.368,,,,17.16023945,,,
1,to,12,1112,20.1,PSME,0,1,1,1,1,1,0,0,14.986,,,,10.18031967,,,
1,to,12,1112,21.1,PSME,0,1,1,1,1,1,0,0,11.938,,,,8.564879726,,,
1,to,12,1112,22.1,PSME,0,1,1,1,1,1,0,0,19.304,,,,12.3748796,,,
1,to,12,1112,23.1,PIPO,0,1,1,1,1,1,0,0,23.114,,,,15.20951951,,,
1,to,12,1112,24.1,PSME,0,1,1,1,1,1,0,0,23.368,,,,14.23415955,,,
1,to,18,1118,1,PIPO,0,0,0,0,0,0,0,0,38.1,38.608,39.624,40.386,19.26335938,17.49551944,4.724399849,3.809999878
1,to,18,1118,1.05,PIPO,,,,0,0,0,0,0,,10.922,14.478,17.78,,14.96567952,,4.724399849
1,to,18,1118,1.1,PIPO,0,1,1,1,1,1,0,0,31.496,,,,18.98903939,,,
1,to,18,1118,2,PIPO,0,0,0,0,0,0,0,0,37.592,40.386,44.196,48.006,22.06751929,22.70759927,7.894319747,6.187439802
1,to,18,1118,2.1,PIPO,,,,,,0,0,0,,,,10.414,,9.601199693,,2.926079906
1,to,18,1118,3,PIPO,0,0,0,0,0,0,0,0,13.208,14.478,18.542,22.098,12.3748796,17.80031943,6.187439802,6.461759793
1,to,18,1118,3.1,PSME,,,,,,0,0,0,,,,10.668,,7.955279745,,0.30479999
1,to,18,1118,3.1,PIPO,0,1,1,1,1,1,0,0,10.922,,,,8.625839724,,,
1,to,18,1118,4,PIPO,0,0,0,0,0,0,0,0,39.116,41.148,45.466,48.26,19.01951939,23.71343924,7.437119762,4.602479853
1,to,18,1118,5,PIPO,0,0,0,0,0,0,0,0,30.988,33.782,38.354,42.418,21.54935931,26.76143914,10.08887968,7.711439753
1,to,18,1118,5.1,PIPO,0,1,1,1,1,1,0,0,16.002,,,,11.52143963,,,
1,to,18,1118,6,PIPO,0,0,0,0,0,0,0,0,19.558,21.59,25.4,29.21,15.84959949,20.90927933,7.132319772,7.162799771
1,to,18,1118,7,PIPO,0,0,0,0,0,0,0,0,28.448,31.75,37.592,40.132,15.42287951,21.36647932,6.614159788,7.284719767
1,to,18,1118,8,PIPO,0,0,0,0,0,0,0,0,53.594,55.626,60.96,63.246,27.03575914,30.02279904,12.95399959,12.07007961
1,to,18,1118,8.1,PSME,,,,,,0,0,0,,,,13.716,,7.924799746,,0
1,to,18,1118,8.1,PIPO,0,1,1,1,1,1,0,0,11.176,,,,8.778239719,,,
1,to,18,1118,8.2,PIPO,,,,,,0,0,0,,,,14.224,,8.321039734,,1.828799942
1,to,18,1118,9,PIPO,0,0,0,0,0,0,0,0,28.702,31.242,35.56,38.1,18.98903939,24.14015923,7.924799746,6.004559808
1,to,18,1118,9.1,PSME,0,1,1,1,1,1,0,0,11.43,,,,8.260079736,,,
1,to,18,1118,10,PIPO,0,0,0,0,0,0,0,0,27.432,30.48,36.068,40.132,18.59279941,25.57271918,8.808719718,6.522719791
1,to,18,1118,10.1,PIPO,0,1,1,1,1,1,0,0,16.51,,,,11.79575962,,,
1,to,18,1118,11,PIPO,0,0,0,0,0,0,0,0,23.622,25.4,28.956,32.512,18.07463942,22.98191927,7.254239768,6.035039807
1,to,18,1118,11.1,PIPO,0,1,1,1,1,1,0,0,13.716,,,,10.24127967,,,
1,to,18,1118,12,PIPO,0,0,0,0,0,0,0,0,34.798,37.338,42.926,46.99,21.18359932,26.51759915,9.723119689,6.918959779
1,to,18,1118,12.1,PSME,,,,,0,0,0,0,,,11.938,14.732,,9.601199693,,0.30479999
1,to,18,1118,12.2,PSME,,,,,,0,0,0,,,,10.16,,6.857999781,,0.609599981
1,to,18,1118,13,PIPO,0,0,0,0,0,0,0,0,32.766,36.322,40.894,43.942,22.76855927,28.2549591,10.02791968,10.94231965
1,to,18,1118,13.1,PSME,0,1,1,1,1,1,0,0,26.67,,,,15.6362395,,,
1,to,18,1118,14.1,PSME,0,1,1,1,1,1,0,0,13.716,,,,9.509759696,,,
1,to,18,1118,15.1,PIPO,0,1,1,1,1,1,0,0,13.208,,,,9.936479682,,,
1,to,18,1118,16.1,PIPO,0,1,1,1,1,1,0,0,21.336,,,,14.32559954,,,
1,to,18,1118,17.1,PIPO,0,1,1,1,1,1,0,0,11.176,,,,8.778239719,,,
1,to,18,1118,18.1,PIPO,0,1,1,1,1,1,0,0,22.86,,,,15.08759952,,,
1,to,18,1118,19.1,PIPO,0,1,1,1,1,1,0,0,15.24,,,,11.09471965,,,
1,to,18,1118,20.1,PIPO,0,1,1,1,1,1,0,0,26.67,,,,16.88591946,,,
1,to,18,1118,21.1,PIPO,0,1,1,1,1,1,0,0,17.78,,,,12.4967996,,,
1,to,18,1118,22.1,PIPO,0,1,1,1,1,1,0,0,11.176,,,,8.778239719,,,
1,to,18,1118,23.1,PICO,0,1,1,1,1,1,0,0,17.018,,,,14.29511954,,,
1,to,18,1118,24.1,PICO,0,1,1,1,1,1,0,0,14.986,,,,13.16735958,,,
1,to,18,1118,25.1,PICO,0,1,1,1,1,1,0,0,19.558,,,,15.5752795,,,
1,to,18,1118,26.1,PICO,0,1,1,1,1,1,0,0,14.732,,,,13.01495958,,,
1,to,18,1118,27.1,PICO,0,1,1,1,1,1,0,0,29.718,,,,18.92807939,,,
1,to,18,1118,28.1,PIPO,0,1,1,1,1,1,0,0,24.13,,,,15.6971995,,,
1,to,18,1118,29.1,PIPO,0,1,1,1,1,1,0,0,25.654,,,,16.42871947,,,
1,to,18,1118,30.1,PIPO,0,1,1,1,1,1,0,0,18.288,,,,12.74063959,,,
1,to,18,1118,31.1,PIPO,0,1,1,1,1,1,0,0,24.13,,,,15.6971995,,,
1,to,18,1118,32.1,PSME,0,1,1,1,1,1,0,0,31.75,,,,17.55647944,,,
1,to,18,1118,33.1,PIPO,0,1,1,1,1,1,0,0,35.56,,,,20.57399934,,,
1,to,18,1118,34.1,PSME,0,1,1,1,1,1,0,0,18.034,,,,11.73479962,,,
1,to,18,1118,35.1,PIPO,0,1,1,1,1,1,0,0,18.288,,,,12.74063959,,,
1,to,18,1118,36.1,PSME,0,1,1,1,1,1,0,0,25.908,,,,15.30095951,,,
1,to,18,1118,38.1,PSME,0,1,1,1,1,1,0,0,17.272,,,,11.36903964,,,
1,to,18,1118,99.1,PIPO,0,1,1,1,1,1,0,0,12.446,,,,9.509759696,,,
1,to,22,1122,1,PIPO,0,0,0,0,0,0,0,0,23.876,25.908,30.48,34.798,18.8061594,23.34767925,6.918959779,4.937759842
1,to,22,1122,1.1,PSME,,,,,0,0,0,0,,,12.954,15.494,,13.22831958,,1.523999951
1,to,22,1122,1.2,PSME,,,,,0,0,0,0,,,11.684,14.986,,11.27759964,,1.523999951
1,to,22,1122,1.2,PIPO,0,1,1,1,1,1,0,0,35.052,,,,20.39111935,,,
1,to,22,1122,1.3,PSME,,,,,,0,0,0,,,,16.002,,9.448799698,,0.30479999
1,to,22,1122,1.4,PSME,,,,,,0,0,0,,,,10.414,,7.49807976,,0.30479999
1,to,22,1122,1.5,PSME,,,,,,0,0,0,,,,12.192,,9.174479706,,0.609599981
1,to,22,1122,1.6,PSME,,,,,,0,0,0,,,,11.43,,9.326879702,,1.523999951
1,to,22,1122,1.7,PSME,,,,,,0,0,0,,,,10.414,,9.174479706,,2.133599932
1,to,22,1122,2,PIPO,0,0,0,0,0,0,0,0,58.42,61.214,64.262,67.818,24.9631192,29.83991905,9.265919704,10.72895966
1,to,22,1122,2.1,PIPO,0,1,1,1,1,1,0,0,51.816,,,,25.51175918,,,
1,to,22,1122,3,PIPO,0,0,0,0,0,0,0,0,20.32,21.59,24.892,27.94,16.70303947,22.43327928,7.894319747,6.705599785
1,to,22,1122,3.1,PSME,0,1,1,1,1,1,0,0,36.83,,,,19.23287939,,,
1,to,22,1122,4,PIPO,0,0,0,0,0,0,0,0,42.926,45.974,50.8,54.864,22.18943929,27.18815913,6.797039783,7.010399776
1,to,22,1122,4.1,PIPO,0,1,1,1,1,1,0,0,16.764,,,,11.94815962,,,
1,to,22,1122,5,PIPO,0,0,0,0,0,0,0,0,36.576,38.862,41.91,44.704,22.43327928,26.60903915,9.662159691,9.936479682
1,to,22,1122,5.2,PSME,0,0,0,0,0,0,0,0,10.16,12.192,16.256,20.828,7.559039758,11.58239963,,0.30479999
1,to,22,1122,5.3,PSME,,,,,,0,0,0,,,,14.224,,10.75943966,,0
1,to,22,1122,6,PIPO,0,0,0,0,0,0,0,0,29.464,30.988,34.29,36.576,19.84247937,24.29255922,8.778239719,7.071359774
1,to,22,1122,6.1,PSME,,,,,,0,0,0,,,,10.16,,9.875519684,,1.523999951
1,to,22,1122,6.2,PSME,,,,,,0,0,0,,,,11.176,,9.174479706,,3.047999903
1,to,22,1122,6.3,PSME,,,,,,0,0,0,,,,12.446,,11.12519964,,1.523999951
1,to,22,1122,7,PIPO,0,0,0,0,0,0,0,0,39.624,41.91,45.72,50.292,22.21991929,29.59607905,8.625839724,7.924799746
1,to,22,1122,7.1,PIPO,0,1,1,1,1,1,0,0,27.94,,,,17.46503944,,,
1,to,22,1122,8.1,PIPO,0,1,1,1,1,1,0,0,11.176,,,,8.778239719,,,
1,to,22,1122,9.1,PIPO,0,1,1,1,1,1,0,0,15.494,,,,11.24711964,,,
1,to,22,1122,10.1,PIPO,0,1,1,1,1,1,0,0,24.13,,,,15.6971995,,,
1,to,22,1122,11.1,PIPO,0,1,1,1,1,1,0,0,21.336,,,,14.32559954,,,
1,to,22,1122,12.1,PIPO,0,1,1,1,1,1,0,0,11.684,,,,9.05255971,,,
1,to,22,1122,13.1,PIPO,0,1,1,1,1,1,0,0,39.878,,,,22.12847929,,,
1,to,22,1122,14.1,PSME,0,1,1,1,1,1,0,0,10.668,,,,7.833359749,,,
1,to,22,1122,16.1,PIPO,0,1,1,1,1,1,0,0,20.066,,,,13.68551956,,,
1,to,22,1122,17.1,PIPO,0,1,1,1,1,1,0,0,20.574,,,,13.92935955,,,
1,to,22,1122,18.1,PSME,0,1,1,1,1,1,0,0,14.986,,,,10.18031967,,,
