BLOCK,TRT,PLOT,PLOTID,TREE_NO,SPECIES,STAT01,STAT02,STAT03,STAT05,STAT12,STAT20,DOWN12,DOWN20,DBH_01,DBH_05,DBH_12,DBH_20,HT01,HT20,CrFBH01,CrFBH20
2,bo,22,2222,7,PSME,0,0,3,3,3,3,0,0,11.43,11.43,11.43,,8.260079736,,,
2,bo,22,2222,8,PSME,0,0,3,3,3,3,0,1,26.67,26.67,26.67,,15.6362395,,,
2,bo,22,2222,9,PSME,0,0,0,0,0,0,0,0,47.244,48.514,49.784,51.054,23.98775923,26.73095915,10.24127967,14.63039953
2,bo,22,2222,10,PSME,0,0,0,0,0,0,0,0,27.178,27.432,28.702,29.464,15.81911949,18.8975994,,10.66799966
2,bo,22,2222,11,PSME,0,0,3,3,3,3,0,1,15.494,15.494,15.494,,10.45463967,,,
2,bo,22,2222,12,PSME,0,0,0,0,0,0,0,0,38.1,38.608,39.116,40.132,19.59863937,21.03119933,,12.19199961
2,bo,22,2222,13,PSME,0,0,0,0,0,0,0,0,25.4,25.908,26.67,27.686,15.08759952,19.20239939,,7.315199766
2,bo,22,2222,14,PSME,0,0,0,0,0,0,0,0,16.002,16.51,17.018,17.526,10.72895966,13.53311957,,7.924799746
2,bo,22,2222,15,PSME,0,0,0,2,2,2,0,1,14.732,14.732,14.732,,10.05839968,,,
2,bo,22,2222,16,PSME,0,0,3,3,3,3,0,1,17.272,17.272,17.272,,11.36903964,,,
2,bo,22,2222,17,PSME,0,0,0,0,0,0,0,0,23.114,23.622,24.892,26.162,14.11223955,20.45207935,,11.27759964
2,bo,22,2222,18,PSME,0,0,0,0,0,0,0,0,46.736,48.006,48.768,50.292,23.68295924,26.36519916,7.955279745,14.93519952
2,bo,22,2222,19,PSME,0,0,0,0,0,0,0,0,33.274,34.544,35.814,36.83,18.07463942,24.10967923,,13.71599956
2,bo,22,2222,20,PSME,0,0,0,0,0,0,0,0,23.876,24.638,26.162,27.178,14.44751954,21.24455932,,14.84375953
2,bo,22,2222,21,PSME,0,0,3,3,3,3,0,1,12.7,12.7,12.7,,8.961119713,,,
2,bo,22,2222,22,PSME,0,0,0,0,2,2,0,0,25.908,26.67,28.194,,15.30095951,,,
2,bo,22,2222,23,PSME,0,0,0,0,0,0,0,0,24.13,24.384,25.4,26.162,14.56943953,16.24583948,,10.36319967
2,bo,22,2222,24,PSME,0,3,3,3,3,3,0,1,11.938,11.938,11.938,,8.564879726,,,
2,bo,22,2222,25,PSME,0,0,0,0,0,0,0,0,19.812,20.066,20.574,21.336,12.5882396,17.67839943,,11.58239963
2,bo,22,2222,26,PSME,0,0,0,0,0,0,0,0,38.1,38.862,40.64,41.91,19.59863937,23.83535924,,12.19199961
2,bo,22,2222,27,PSME,0,0,0,0,0,0,0,0,11.176,11.176,11.176,11.176,8.13815974,11.46047963,,10.05839968
2,bo,22,2222,28,PSME,0,0,0,0,0,0,0,0,37.084,37.846,38.862,39.878,19.53767938,20.87879933,4.99871984,9.326879702
2,bo,22,2222,29,PSME,0,0,0,0,0,0,0,0,35.56,36.576,37.846,38.1,18.8366394,22.34183929,,12.80159959
2,bo,22,2222,30,PSME,0,0,0,0,0,0,0,0,32.258,32.512,33.782,34.29,19.53767938,20.39111935,9.99743968,14.32559954
2,bo,22,2222,31,PSME,0,0,0,0,0,0,0,0,22.86,23.622,24.638,24.892,13.99031955,11.97863962,,5.029199839
2,bo,22,2222,32,PSME,0,0,0,0,0,0,0,0,21.59,22.098,23.876,24.13,13.44167957,16.61159947,,6.705599785
2,bo,22,2222,33,PSME,0,0,0,0,0,0,0,0,15.748,16.51,17.526,18.542,10.57655966,15.6667195,,8.717279721
2,bo,22,2222,34,PSME,0,0,0,0,0,0,0,0,15.24,15.494,15.748,16.002,11.09471965,14.78279953,,9.448799698
2,bo,22,2222,35,PIPO,2,2,2,2,2,2,1,1,11.43,11.43,11.43,,8.900159715,,,
2,bo,22,2222,36,PIPO,0,0,0,0,0,2,0,0,13.462,13.462,13.462,,9.3878397,,,
2,bo,22,2222,37,PSME,0,0,0,0,0,0,0,0,22.098,22.86,23.622,24.13,13.65503956,18.28799942,,10.42415967
2,bo,22,2222,38,PSME,0,0,0,0,0,0,0,0,32.512,33.02,34.29,35.56,17.95271943,19.20239939,3.779519879,8.046719743
2,bo,22,2222,39,PSME,0,0,0,0,2,2,0,0,14.224,14.478,14.478,,9.784079687,,,
2,bo,22,2222,40,PSME,0,0,0,0,0,0,0,0,12.446,12.7,13.208,13.716,8.839199717,15.84959949,,8.473439729
2,bo,22,2222,41,PIPO,0,0,0,0,0,2,0,1,12.192,12.192,12.446,,9.357359701,,,
2,bo,22,2222,42,PIPO,0,0,0,0,0,2,0,1,12.954,12.954,12.954,,9.814559686,,,
2,bo,22,2222,43,PSME,0,0,0,0,0,0,0,0,17.78,18.034,18.288,18.796,11.61287963,13.71599956,,6.400799795
2,bo,22,2222,44,PIPO,0,0,0,0,0,0,0,0,17.018,17.018,16.764,17.526,14.29511954,16.12391948,6.004559808,11.27759964
2,bo,22,2222,45,PSME,0,0,0,0,0,2,0,0,11.684,11.684,11.938,,8.412479731,,,
2,bo,22,2222,46,PSME,0,0,0,0,0,0,0,0,44.958,45.72,47.244,48.26,21.36647932,23.01239926,7.223759769,7.619999756
2,bo,22,2222,47,PIPO,2,2,2,2,2,2,0,0,48.26,48.514,48.514,,24.62783921,,,
2,bo,22,2222,48,PSME,0,0,0,0,0,0,0,0,26.162,26.67,27.178,27.686,15.42287951,10.14983968,,3.047999903
2,bo,22,2222,49,PSME,0,0,0,0,0,0,0,0,35.56,36.322,37.846,38.608,18.8366394,19.41575938,,5.791199815
2,bo,22,2222,50,PSME,0,0,0,0,0,0,0,0,48.514,49.784,52.324,52.832,23.95727923,26.12135916,6.126479804,6.095999805
2,bo,22,2222,51,PSME,0,0,0,0,0,0,0,0,19.812,20.066,20.574,20.574,12.5882396,10.11935968,,3.657599883
2,bo,22,2222,52,PSME,0,0,0,0,0,0,0,0,53.086,54.102,56.388,58.166,22.85999927,23.37815925,,4.632959852
2,bo,24,2224,1,PSME,0,0,0,0,0,0,0,0,22.098,22.86,24.13,26.67,13.65503956,19.81199937,,7.619999756
2,bo,24,2224,2,PSME,0,0,0,0,0,0,0,0,20.828,21.59,22.098,22.86,13.07591958,18.28799942,,14.14271955
2,bo,24,2224,3,PSME,0,0,0,0,0,0,0,0,26.162,27.686,28.448,28.956,19.29383938,19.50719938,12.92351959,12.80159959
2,bo,24,2224,4,PSME,0,0,0,2,2,2,0,1,18.034,18.034,18.034,,11.73479962,,,
2,bo,24,2224,5,PSME,0,0,0,0,0,0,0,0,40.64,42.418,43.942,45.72,20.33015935,22.0065593,,8.961119713
2,bo,24,2224,6,PIPO,0,0,0,2,2,2,1,1,14.224,14.224,14.224,,10.51559966,,,
2,bo,24,2224,7,PSME,0,0,3,3,3,3,1,1,24.13,24.13,24.13,,14.56943953,,,
2,bo,24,2224,8,PSME,0,0,0,0,0,0,0,0,18.288,20.066,23.114,25.908,11.85671962,15.6362395,,5.486399824
2,bo,24,2224,9,PSME,0,0,0,0,0,0,0,0,19.304,20.828,23.368,25.4,12.3748796,15.08759952,,4.968239841
2,bo,24,2224,9.1,PSME,,,,,0,0,0,0,,,11.176,14.224,,11.27759964,,2.743199912
2,bo,24,2224,9.2,PSME,,,,,0,0,0,0,,,11.684,14.478,,10.36319967,,3.047999903
2,bo,24,2224,9.3,PSME,,,,,0,0,0,0,,,11.176,14.224,,10.78991966,,2.438399922
2,bo,24,2224,9.4,PSME,,,,,,0,0,0,,,,12.446,,9.875519684,,3.047999903
2,bo,24,2224,10,PSME,0,0,0,0,0,0,0,0,41.402,42.418,44.45,46.482,19.87295936,22.58567928,5.669279819,5.882639812
2,bo,24,2224,11,PSME,0,0,0,0,0,0,0,0,40.386,40.894,41.91,42.672,20.63495934,21.18359932,4.571999854,11.27759964
2,bo,24,2224,12,PSME,2,2,2,2,2,2,0,0,14.478,14.478,14.478,,9.936479682,,,
2,bo,24,2224,13,PSME,0,0,0,0,0,0,0,0,25.654,25.908,26.416,27.178,15.20951951,21.45791931,,13.10639958
2,bo,24,2224,14,PSME,0,0,3,3,3,3,1,1,13.208,13.208,13.208,,9.235439705,,,
2,bo,24,2224,15,PSME,0,0,0,0,0,0,0,0,32.512,33.528,34.798,35.814,20.57399934,21.15311932,12.19199961,12.80159959
2,bo,24,2224,16,PSME,0,0,0,2,2,2,1,1,18.288,18.288,18.288,,11.85671962,,,
2,bo,24,2224,17,PSME,2,2,2,2,2,2,0,1,10.16,10.16,10.16,,7.559039758,,,
2,bo,24,2224,18,PSME,0,0,0,0,0,0,0,0,16.256,16.51,17.018,17.78,10.85087965,17.55647944,,9.753599688
2,bo,24,2224,19,PSME,0,0,0,0,0,0,0,0,14.224,14.478,14.732,15.24,9.784079687,14.26463954,,8.229599737
2,bo,24,2224,20,PSME,0,0,0,0,0,0,0,0,15.494,15.748,16.256,16.256,10.45463967,17.98319943,,14.02079955
2,bo,24,2224,21,PSME,0,0,0,2,2,2,0,0,14.478,14.478,14.478,,9.936479682,,,
2,bo,24,2224,22,PSME,0,0,0,0,0,0,0,0,15.748,16.002,16.256,16.51,10.57655966,18.01367942,,13.10639958
2,bo,24,2224,23,PSME,0,0,0,0,0,0,0,0,27.432,27.94,28.702,29.718,15.94103949,18.8975994,,4.267199863
2,bo,24,2224,24,PSME,0,0,3,3,3,3,0,0,11.684,11.684,11.684,,8.412479731,,,
2,bo,24,2224,25,PSME,0,0,0,0,0,0,0,0,39.116,39.878,41.148,42.418,19.90343936,18.8366394,,8.534399727
2,bo,24,2224,26,PSME,0,0,0,0,0,0,0,0,45.212,46.228,48.514,51.562,22.28087929,21.64079931,5.852159813,4.724399849
2,bo,24,2224,27,PSME,0,0,0,0,0,0,0,0,40.386,40.64,42.164,44.196,18.92807939,19.93391936,5.394959827,4.571999854
2,bo,24,2224,28,PSME,0,0,3,3,3,3,1,1,15.24,15.24,15.24,,10.33271967,,,
2,bo,24,2224,29,PSME,0,0,0,0,0,0,0,0,40.64,41.148,42.926,44.704,20.33015935,19.56815937,,5.181599834
2,bo,24,2224,29.1,PIPO,,,,,0,0,0,0,,,10.16,12.446,,9.357359701,,2.743199912
2,bo,24,2224,30,PSME,0,0,0,0,0,0,0,0,33.274,34.036,35.56,36.576,14.93519952,17.86127943,4.663439851,5.029199839
2,bo,24,2224,31,PSME,0,0,0,0,0,0,0,0,27.94,29.21,30.734,32.258,18.31847941,19.41575938,4.968239841,5.791199815
2,bo,24,2224,32,PSME,0,0,0,0,0,0,0,0,30.988,32.258,33.782,35.306,17.28215945,18.40991941,,2.133599932
2,bo,24,2224,33,PSME,0,0,0,0,2,2,0,0,21.844,22.606,22.606,,17.58695944,,8.778239719,
2,bo,24,2224,34,PSME,0,0,0,0,0,0,0,0,38.1,39.624,41.148,42.672,19.59863937,20.66543934,,6.492239792
2,bo,24,2224,35,PSME,0,3,3,3,3,3,1,1,20.574,20.574,20.574,,12.95399959,,,
2,bo,24,2224,36,PSME,0,3,3,3,3,3,1,1,15.24,15.24,15.24,,10.33271967,,,
2,bo,24,2224,37,PSME,0,0,3,3,3,3,0,0,32.258,32.258,32.258,,17.73935943,,,
2,bo,24,2224,38,PSME,0,0,0,0,0,0,0,0,40.132,41.402,43.434,46.228,20.17775935,16.30679948,,4.571999854
2,bo,24,2224,39,PSME,0,0,0,0,0,0,0,0,26.924,27.686,28.956,29.21,15.7276795,17.06879945,,7.315199766
2,bo,24,2224,40,PSME,0,0,0,0,0,0,0,0,27.178,27.94,28.448,28.956,15.81911949,9.631679692,,3.352799893
2,bo,24,2224,41,PSME,0,0,0,0,2,2,0,1,20.828,20.828,20.828,,13.07591958,,,
2,bo,24,2224,42,PSME,0,0,0,0,0,0,0,0,34.29,35.814,36.83,37.846,18.44039941,18.92807939,,5.181599834
2,bo,24,2224,42.1,PSME,,,,,0,0,0,0,,,10.414,12.192,,9.662159691,,3.657599883
2,bo,24,2224,43,PSME,0,0,0,0,0,0,0,0,35.306,36.068,36.576,37.592,18.7451994,18.59279941,7.101839773,9.753599688
2,bo,24,2224,44,PSME,0,0,0,0,0,0,0,0,48.006,49.022,50.292,52.324,18.92807939,20.78735934,3.169919899,5.151119835
2,bo,24,2224,45,PSME,0,0,0,0,0,0,0,0,41.91,42.926,44.958,46.228,20.66543934,19.65959937,,0.609599981
2,bo,24,2224,46,PSME,0,0,0,0,0,0,0,0,29.464,30.226,31.242,32.258,16.73351947,17.00783946,,3.352799893
2,bo,24,2224,47,PSME,0,0,0,0,0,0,0,0,12.7,13.97,16.51,18.034,8.961119713,10.05839968,,2.743199912
2,bo,24,2224,48,PSME,0,0,0,0,0,0,0,0,11.684,12.7,14.224,15.24,8.412479731,9.448799698,,3.047999903
2,bo,26,2226,1,PIPO,0,0,0,0,0,0,0,0,57.15,58.674,61.468,64.516,22.52471928,25.90799917,7.741919752,9.753599688
2,bo,26,2226,1.05,PSME,,,,,0,0,0,0,,,14.478,15.748,,9.753599688,,2.773679911
2,bo,26,2226,2,PSME,0,0,0,0,2,2,0,1,17.272,17.526,17.272,,11.36903964,,,
2,bo,26,2226,3,PSME,0,0,0,0,0,0,0,0,41.656,41.91,42.926,45.212,19.65959937,20.48255935,7.650479755,7.49807976
2,bo,26,2226,4,PIPO,0,0,0,0,0,0,0,0,13.97,14.732,16.764,19.304,10.66799966,14.29511954,3.017519903,4.571999854
2,bo,26,2226,5,PIPO,0,0,0,0,0,0,0,0,23.114,24.384,26.416,29.464,15.88007949,19.53767938,4.876799844,5.63879982
2,bo,26,2226,6,PIPO,0,0,0,0,0,0,0,0,17.018,18.034,20.066,22.352,10.63751966,16.27631948,3.413759891,6.095999805
2,bo,26,2226,7,PSME,0,0,0,0,0,0,0,0,32.004,33.02,35.052,36.322,17.64791944,18.44039941,,3.657599883
2,bo,26,2226,8,PSME,0,0,0,0,0,0,0,0,40.386,40.894,42.418,44.704,21.8236793,24.81071921,6.55319979,6.095999805
2,bo,26,2226,9,PSME,0,0,0,0,0,0,0,0,20.828,21.336,21.844,23.622,13.07591958,13.86839956,,2.80415991
2,bo,26,2226,10,PSME,0,0,0,0,0,0,0,0,51.054,51.816,52.832,54.864,21.70175931,22.25039929,6.370319796,7.162799771
2,bo,26,2226,11,PIPO,0,0,0,0,0,0,0,0,51.054,51.816,53.848,55.88,22.46375928,24.38399922,6.88847978,7.315199766
2,bo,26,2226,12,PSME,0,0,0,0,0,0,0,0,10.922,11.43,11.684,12.7,7.985759745,6.400799795,,1.523999951
2,bo,26,2226,13,PSME,0,0,0,0,0,0,0,0,48.26,49.022,50.8,52.07,18.7756794,20.42159935,5.913119811,3.657599883
2,bo,26,2226,14,PSME,0,0,0,0,0,0,0,0,57.15,57.404,59.182,60.452,23.34767925,24.68879921,,3.657599883
2,bo,26,2226,15,PIPO,0,0,0,0,0,0,0,0,20.828,22.352,24.384,28.448,9.99743968,14.20367955,2.682239914,5.059679838
2,bo,26,2226,16,PIPO,0,0,0,0,0,0,0,0,16.256,17.526,19.812,22.098,7.924799746,11.88719962,2.682239914,3.962399873
2,bo,26,2226,17,PSME,0,0,0,0,0,0,0,0,11.176,12.954,15.24,17.272,8.13815974,10.66799966,,2.743199912
2,bo,26,2226,17.1,PSME,,,,,,0,0,0,,,,11.684,,7.010399776,,2.438399922
2,bo,26,2226,18,PSME,0,0,0,0,0,0,0,0,21.844,23.114,25.146,26.67,13.53311957,12.6491996,,3.047999903
2,bo,26,2226,18.1,PIPO,,,,,0,0,0,0,,,10.668,13.716,,7.619999756,,3.047999903
2,bo,26,2226,19,PSME,0,0,0,0,0,0,0,0,10.668,11.176,12.446,12.446,7.833359749,7.619999756,,2.743199912
2,bo,26,2226,20,PSME,0,0,0,0,0,0,0,0,13.97,14.986,17.526,19.812,9.662159691,11.39951964,,2.682239914
2,bo,26,2226,20.1,PSME,,,,,0,0,0,0,,,10.414,11.684,,8.473439729,,3.047999903
2,bo,26,2226,20.2,PSME,,,,,,0,0,0,,,,10.668,,8.534399727,,4.571999854
2,bo,26,2226,20.3,PSME,,,,,,0,0,0,,,,11.684,,8.13815974,,4.358639861
2,bo,26,2226,20.4,PSME,,,,,,0,0,0,,,,11.684,,9.509759696,,4.267199863
2,bo,26,2226,20.6,PSME,,,,,,0,0,0,,,,10.922,,8.595359725,,3.474719889
2,bo,26,2226,20.7,PSME,,,,,,0,0,0,,,,10.16,,8.625839724,,3.962399873
2,bo,26,2226,21,PSME,0,0,0,0,0,0,0,0,36.322,37.084,38.608,39.624,19.08047939,16.45919947,,3.047999903
2,bo,29,2229,1,PSME,0,0,0,0,0,0,0,0,28.702,29.21,30.48,31.242,16.42871947,17.49551944,,5.486399824
2,bo,29,2229,1.05,PSME,,,,0,0,0,0,0,,10.16,11.43,12.7,,9.662159691,,3.962399873
2,bo,29,2229,1.1,PSME,,,,,0,0,0,0,,,12.446,14.986,,9.204959705,,2.285999927
2,bo,29,2229,1.2,PSME,,,,,0,0,0,0,,,10.922,12.192,,7.619999756,,4.876799844
2,bo,29,2229,2,PSME,2,2,2,2,2,2,0,0,17.272,17.272,17.272,,11.36903964,,,
2,bo,29,2229,3,PSME,0,0,0,0,0,0,0,0,28.956,29.464,31.242,33.02,16.52015947,17.80031943,,4.480559857
2,bo,29,2229,4,PIPO,0,0,0,0,2,2,0,0,39.624,39.878,40.386,,22.43327928,,4.937759842,
2,bo,29,2229,5,PSME,0,0,0,0,0,0,0,0,11.43,12.192,13.97,15.494,8.260079736,10.36319967,,3.352799893
2,bo,29,2229,5.1,PSME,,,,,0,0,0,0,,,10.922,11.938,,9.69263969,,3.962399873
2,bo,29,2229,5.2,PSME,,,,,0,0,0,0,,,10.922,11.684,,8.473439729,,4.328159862
2,bo,29,2229,5.3,PSME,,,,,0,0,0,0,,,11.176,12.446,,8.839199717,,4.114799868
2,bo,29,2229,5.4,PSME,,,,,,0,0,0,,,,11.938,,8.564879726,,3.657599883
2,bo,29,2229,6,PSME,0,0,0,0,0,0,0,0,14.224,14.986,16.256,18.034,9.784079687,11.58239963,,3.108959901
2,bo,29,2229,7,PSME,0,0,0,0,0,0,0,0,15.748,17.018,18.796,20.574,10.57655966,13.62455956,,6.705599785
2,bo,29,2229,8,PSME,0,0,0,0,0,0,0,0,18.034,19.558,22.098,24.13,11.73479962,14.14271955,,4.114799868
2,bo,29,2229,9,PIPO,0,0,0,0,0,0,0,0,38.608,40.386,43.688,47.752,20.17775935,23.98775923,6.705599785,6.705599785
2,bo,29,2229,10,PIPO,0,0,0,0,0,0,0,0,32.258,34.29,36.83,39.624,18.8366394,20.90927933,5.913119811,8.991599712
2,bo,29,2229,11,PSME,0,0,0,0,0,0,0,0,33.274,35.56,37.592,39.116,18.07463942,14.90471952,,5.669279819
2,bo,29,2229,12,PSME,0,0,0,0,0,0,0,0,18.288,18.796,19.812,21.082,11.85671962,13.16735958,,4.267199863
2,bo,29,2229,13,PSME,0,0,0,0,0,0,0,0,20.32,20.828,22.098,22.606,12.83207959,10.97279965,,5.181599834
2,bo,29,2229,14,PIPO,0,0,0,0,0,0,0,0,33.02,34.29,36.83,39.37,17.64791944,21.12263932,7.040879775,8.077199742
2,bo,29,2229,15,PIPO,0,0,0,0,0,0,0,0,28.194,29.21,32.004,35.052,20.48255935,23.16479926,7.619999756,9.143999707
2,bo,29,2229,16,PSME,0,0,0,0,0,0,0,0,37.846,38.862,40.386,42.672,19.53767938,18.8061594,,8.473439729
2,bo,29,2229,16.1,PSME,,,,,0,0,0,0,,,12.192,13.716,,9.204959705,,3.108959901
2,bo,29,2229,16.2,PSME,,,,,0,0,0,0,,,11.938,14.224,,9.631679692,,2.80415991
2,bo,29,2229,17,PSME,0,0,0,2,2,2,0,0,27.686,27.686,27.686,,16.03247949,,,
2,bo,29,2229,18,PSME,0,0,3,3,3,3,0,0,15.24,15.24,15.24,,10.33271967,,,
2,bo,29,2229,19,PIPO,0,0,3,3,3,3,1,1,13.716,13.716,13.716,,10.24127967,,,
2,bo,29,2229,20,PSME,0,0,3,3,3,3,0,0,15.24,15.24,15.24,,10.33271967,,,
2,bo,29,2229,21,PIPO,0,0,3,3,3,3,1,1,29.464,29.464,29.464,,18.16607942,,6.309359798,
2,bo,29,2229,22,PIPO,0,0,3,3,3,3,0,0,41.656,41.656,41.656,,20.51303934,,8.778239719,
2,bo,29,2229,23,PIPO,0,3,3,3,3,3,1,1,15.24,15.24,15.24,,7.741919752,,3.078479902,
2,bo,29,2229,24,PSME,0,0,3,3,3,3,0,1,21.844,21.844,21.844,,13.53311957,,,
2,bo,29,2229,25,PIPO,0,0,0,0,0,0,0,0,33.782,34.29,37.084,40.894,16.61159947,19.65959937,6.065519806,8.656319723
2,bo,29,2229,26,PIPO,0,0,0,0,0,0,0,0,37.338,37.592,39.878,42.418,17.52599944,20.81783933,5.30351983,10.36319967
2,bo,29,2229,27,PIPO,0,3,3,3,3,3,1,1,23.114,23.114,23.114,,15.20951951,,,
2,bo,29,2229,28,PIPO,0,0,0,0,0,0,0,0,23.876,24.13,25.4,26.924,16.82495946,19.59863937,5.821679814,6.705599785
2,bo,29,2229,29,PIPO,0,0,0,0,0,0,0,0,32.004,33.02,35.56,38.1,18.7147194,22.0370393,5.394959827,6.705599785
2,bo,29,2229,30,PIPO,0,0,0,0,0,0,0,0,37.084,38.1,39.624,42.418,20.29967935,21.36647932,9.601199693,9.753599688
2,bo,29,2229,31,PSME,0,0,0,0,0,0,0,0,29.972,30.48,31.75,32.258,16.91639946,12.86255959,,4.328159862
2,bo,29,2229,32,PIPO,0,0,3,3,3,3,1,1,12.7,12.7,12.7,,9.662159691,,,
2,bo,29,2229,33,PSME,0,0,0,0,0,0,0,0,14.224,14.986,16.51,17.526,9.784079687,10.24127967,,4.084319869
2,bo,29,2229,33.1,PSME,,,,,0,0,0,0,,,11.43,13.716,,7.894319747,,2.560319918
2,bo,29,2229,34,PSME,0,0,0,0,0,0,0,0,13.716,14.478,16.256,18.034,9.509759696,9.296399703,,1.523999951
2,bo,29,2229,34.1,PSME,,,,,,0,0,0,,,,10.16,,7.833359749,,2.438399922
2,bo,29,2229,34.2,LAOC,,,,,,0,0,0,,,,10.668,,10.11935968,,4.663439851
2,bo,29,2229,35,PSME,0,0,0,0,0,0,0,0,12.7,12.954,14.732,16.256,8.961119713,10.85087965,,3.352799893
2,bo,29,2229,35.1,PSME,,,,,0,0,0,0,,,10.16,11.938,,8.808719718,,3.352799893
2,bo,29,2229,36,PSME,0,0,0,0,0,0,0,0,18.542,20.066,23.114,25.908,11.97863962,13.47215957,,3.047999903
2,bo,29,2229,37,PIPO,0,0,0,2,2,2,1,1,23.622,23.622,23.622,,13.99031955,,6.2483998,
2,bo,29,2229,38,PSME,0,3,3,3,3,3,0,1,10.414,10.414,10.414,,7.711439753,,,
2,bo,33,2233,1,PIPO,0,0,0,0,0,0,0,0,21.336,21.844,23.368,25.146,14.32559954,15.08759952,,5.791199815
2,bo,33,2233,1.05,PSME,,,,0,0,2,0,1,,10.16,10.414,,,,,
2,bo,33,2233,1.1,PSME,,,,,0,0,0,0,,,11.176,11.684,,7.924799746,,4.267199863
2,bo,33,2233,1.2,PSME,,,,,,0,0,0,,,,10.414,,8.564879726,,5.608319821
2,bo,33,2233,1.3,PSME,,,,,,0,0,0,,,,10.668,,8.13815974,,3.962399873
2,bo,33,2233,2,PSME,0,0,0,0,0,0,0,0,11.43,11.938,12.7,13.208,8.260079736,8.930639714,,4.907279843
2,bo,33,2233,2.05,PSME,,,,0,0,0,0,0,,10.414,11.938,12.7,,8.534399727,,4.267199863
2,bo,33,2233,3,PSME,0,0,0,0,0,0,0,0,22.098,22.098,23.368,24.384,13.65503956,10.97279965,,2.438399922
2,bo,33,2233,3.05,PSME,,,,0,0,0,0,0,,10.16,11.176,12.446,,9.479279697,,5.882639812
2,bo,33,2233,4,PIPO,0,0,0,0,0,0,0,0,25.4,26.67,28.194,30.226,13.01495958,15.88007949,5.394959827,7.924799746
2,bo,33,2233,4.05,PSME,,,,0,0,0,0,0,,10.414,11.43,12.446,,7.619999756,,3.657599883
2,bo,33,2233,5,PSME,0,0,0,0,0,0,0,0,11.43,11.938,13.208,13.97,8.260079736,9.022079711,,2.438399922
2,bo,33,2233,5.05,PIPO,,,,0,0,0,0,0,,10.414,12.192,14.224,,9.326879702,,4.876799844
2,bo,33,2233,6,PSME,0,0,0,0,0,0,0,0,13.208,13.462,13.97,14.478,9.235439705,8.839199717,,3.505199888
2,bo,33,2233,7,PIPO,0,0,0,0,0,0,0,0,25.4,26.924,27.686,28.956,14.11223955,16.06295949,5.364479828,6.400799795
2,bo,33,2233,8,PSME,0,0,0,0,0,0,0,0,10.922,11.684,12.7,13.716,7.985759745,9.143999707,,1.676399946
2,bo,33,2233,9,PIPO,0,3,3,3,3,3,1,1,10.668,10.668,10.668,,6.2483998,,3.200399898,
2,bo,33,2233,10,LAOC,0,0,0,0,0,0,0,0,25.908,26.924,28.194,30.226,13.07591958,17.95271943,4.99871984,6.705599785
2,bo,33,2233,10.1,PSME,,,,,0,0,0,0,,,11.176,11.938,,8.961119713,,4.450079858
2,bo,33,2233,10.2,PSME,,,,,0,0,0,0,,,10.668,11.176,,8.077199742,,3.962399873
2,bo,33,2233,11,PSME,0,0,0,0,0,0,0,0,14.986,15.494,16.256,17.526,10.18031967,9.753599688,,4.571999854
2,bo,33,2233,12,PIPO,0,0,0,0,0,0,0,0,21.082,21.844,24.384,26.924,11.70431963,15.42287951,3.870959876,6.095999805
2,bo,33,2233,13,PSME,0,0,0,0,0,0,0,0,10.414,10.922,12.192,12.7,7.711439753,8.260079736,,3.962399873
2,bo,33,2233,14,PSME,0,0,0,0,0,0,0,0,12.446,12.954,13.716,14.478,8.839199717,10.24127967,,5.151119835
2,bo,33,2233,14.1,PSME,,,,,,0,0,0,,,,10.414,,7.437119762,,3.352799893
2,bo,33,2233,15,PSME,0,0,0,0,0,0,0,0,13.208,13.716,14.986,15.748,9.235439705,10.11935968,,4.571999854
2,bo,33,2233,16,PIPO,0,0,0,0,0,0,0,0,20.574,21.336,22.098,23.114,12.74063959,14.90471952,5.455919825,6.431279794
2,bo,33,2233,16.1,PSME,,,,,,0,0,0,,,,10.922,,7.559039758,,3.74903988
2,bo,33,2233,16.2,PSME,,,,,,0,0,0,,,,10.16,,7.437119762,,2.651759915
2,bo,33,2233,17,PSME,0,0,0,0,0,0,0,0,14.224,14.986,16.002,17.526,9.784079687,11.15567964,,3.962399873
2,bo,33,2233,18,PIPO,0,0,0,0,0,0,0,0,32.258,32.766,34.036,35.56,16.52015947,18.7147194,6.004559808,6.705599785
2,bo,33,2233,19,PIPO,0,0,0,0,0,0,0,0,23.622,24.638,27.432,28.956,16.21535948,18.6232794,5.852159813,7.040879775
2,bo,33,2233,20,PIPO,0,0,0,0,0,0,0,0,36.576,37.084,39.116,41.148,15.6362395,17.70887943,6.461759793,9.448799698
2,bo,33,2233,21,PSME,0,0,0,0,0,0,0,0,20.574,20.828,22.352,23.368,12.95399959,12.80159959,,3.962399873
2,bo,33,2233,22,PSME,0,0,0,0,0,0,0,0,11.176,11.684,12.7,13.716,8.13815974,9.753599688,,5.181599834
2,bo,33,2233,23,PSME,0,0,0,2,2,2,1,1,12.192,12.192,12.192,,8.686799722,,,
2,bo,33,2233,23.1,PSME,,,,,0,0,0,0,,,11.43,12.192,,9.143999707,,4.267199863
2,bo,33,2233,23.2,PSME,,,,,,0,0,0,,,,11.43,,9.448799698,,5.791199815
2,bo,33,2233,24,PSME,0,0,0,0,0,0,0,0,15.24,15.748,16.764,17.526,10.33271967,11.33855964,,5.486399824
