BLOCK,TRT,PLOT,LOAD.1HR,LOAD.10HR,LOAD.100HR,LOAD.S1000HR,LOAD.R1000HR,LOAD.FLOOR,FWD,YEAR
3,co ,6,0.044834,0.336255,2.734874,3.766056,0,16.386827,3.115963,2002
3,co ,6,0.067251,0,0,0,0,10.10349431,0.067251,2010
3,co ,6,0.079195062,3.031440113,0,5.244706079,2.517458918,19.64032816,3.110635175,2016
3,co ,6,0.158390124,3.789300142,4.414993577,9.457287547,13.43365894,47.99269698,8.362683842,2022
3,co ,7,0,4.156946811,1.464360935,38.74972492,21.68673663,20.91401099,5.621307745,2022
3,co ,7,0.089668,2.039947,0,3.474635,0,32.392565,2.129615,2002
3,co ,7,0.256794406,3.395325667,0,0,1.593079471,24.44851216,3.652120073,2016
3,co ,7,0.269004,4.438566,0,0,0,24.75959657,4.70757,2010
3,co ,8,0.281269168,6.921297132,0,23.16988481,0,24.42939382,7.202566301,2022
3,co ,8,0.9078885,7.2967335,2.757291,0,0,22.65672447,10.961913,2010
3,co ,8,1.044714054,17.68775934,17.92033195,21.79070482,0,27.2729229,36.65280535,2016
3,co ,8,1.995113,6.613015,1.389854,0,0,10.468739,9.997982,2002
3,co ,9,0.2129615,3.0823375,0,0,3.6427625,50.94601416,3.295299,2010
3,co ,9,0.376176543,13.64148051,8.829987154,25.33612612,2.046222077,34.9278034,22.84764421,2016
3,co ,9,0.470757,3.429801,5.447331,46.380773,9.527225,28.110918,9.347889,2002
3,co ,9,0.574164198,4.926090184,22.07496789,20.06581537,3.739443434,39.2233013,27.57522227,2022
3,co ,10,0.044834,1.703692,2.734874,0,4.416149,30.688873,4.4834,2002
3,co ,10,0.059396296,2.652510099,4.414993577,113.3464899,0,8.817134581,7.126899973,2016
3,co ,10,0.118792593,1.136790043,13.24498073,154.8590391,0,18.34752699,14.50056337,2022
3,co ,10,0.1232935,1.031182,4.0911025,0,0,23.63844122,5.245578,2010
3,co ,11,0.022417,3.407384,0,4.236813,0,36.472459,3.429801,2002
3,co ,11,0.112085,2.7236655,0,0,3.205631,53.92837115,2.8357505,2010
3,co ,11,0.137903556,1.13114837,8.786165607,100.8853879,15.560531,48.08500738,10.05521753,2022
3,co ,11,0.512213206,7.540989132,8.786165607,93.52464774,11.14054242,14.27171916,16.83936795,2016
3,co ,12,0,3.410370128,10.30165168,42.31825666,8.812780863,23.76070748,13.71202181,2022
3,co ,12,0.044834,2.062364,6.814768,3.766056,13.091528,19.457956,8.921966,2002
3,co ,12,0.112085,1.367437,1.367437,5.088659,0,19.33690659,2.846959,2010
3,co ,12,0.356377778,3.789300142,2.943329051,44.48559696,7.181838269,14.16345783,7.089006971,2016
3,co ,13,0.019798765,1.889008398,2.93602546,105.5498419,2.116695635,33.44076531,4.844832624,2022
3,co ,13,0.089668,1.367437,0,0,1.972696,34.118674,1.457105,2002
3,co ,13,0.1681275,0.6837185,0,3.7548475,1.255352,37.45605072,0.851846,2010
3,co ,13,1.445309878,13.63207772,30.89034786,55.60752067,3.465439541,15.47854475,45.96773546,2016
3,co ,14,0.078802032,3.016395653,4.393082804,80.50853934,4.218518038,18.06731449,7.488280488,2022
3,co ,14,0.089668,2.734874,4.079894,12.732856,26.788315,33.446164,6.904436,2002
3,co ,14,0.1232935,2.7236655,1.3562285,11.477504,0,20.37045298,4.2031875,2010
3,co ,14,0.197005079,1.885247283,1.464360935,23.32215899,5.762620804,13.38651016,3.546613297,2016
3,co ,15,0.022417,0.67251,0,19.301037,0,29.455938,0.694927,2002
3,co ,15,0.0784595,0.336255,5.424914,0,37.0216755,12.02173834,5.8396285,2010
3,co ,15,0.118203048,3.770494566,8.786165607,20.26659323,38.02307013,36.69505398,12.67486322,2016
3,co ,15,0.256106603,1.13114837,0,0,24.91187939,16.12811274,1.387254973,2022
3,co ,16,0.112085,0.336255,1.367437,0,0,46.201437,1.815777,2002
3,co ,16,0.334908635,0.754098913,21.96541402,33.77528143,28.14485016,20.15934907,23.05442157,2022
3,co ,16,0.358672,4.0911025,0,0,0,6.549672441,4.4497745,2010
3,co ,16,0.413710667,7.163939675,0,0,0,14.74616858,7.577650342,2016
3,co ,17,0.022417,1.031182,0,0.941514,0,47.591291,1.053599,2002
3,co ,17,0.067251,0.694927,0,0,0,32.69724627,0.762178,2010
3,co ,17,0.098993827,3.410370128,10.30165168,0,0,22.57300024,13.81101563,2016
3,co ,17,0.118792593,1.136790043,7.358322628,0,0,52.58435831,8.613905264,2022
3,co ,18,0.022417,2.398619,2.734874,0,0,53.397294,5.15591,2002
3,co ,18,0.1008765,1.031182,1.367437,0,0,33.2471391,2.4994955,2010
3,co ,18,0.118792593,7.957530298,0,19.32254614,0,51.11643856,8.076322891,2016
3,co ,18,0.138591358,3.031440113,19.13163883,49.44175158,0,51.75005563,22.30167031,2022
3,co ,19,0.044834,0.336255,0,0,0,17.574928,0.381089,2002
3,co ,19,0.1457105,0.6837185,0,0,0,17.56802262,0.829429,2010
3,co ,19,0.158390124,3.410370128,0,0,0,23.86580141,3.568760251,2016
3,co ,19,0.178188889,7.199670269,10.30165168,37.7383452,0,13.45336741,17.67951084,2022
3,co ,20,0.022417,0.336255,0,0,0,45.484093,0.358672,2002
3,co ,20,0.0336255,0.336255,0,0,0,31.87317041,0.3698805,2010
3,co ,20,0.039401016,0.754098913,4.393082804,8.808084053,15.87208605,26.4768569,5.186582733,2022
3,co ,20,0.374309651,4.524593479,4.393082804,6.788747548,0,14.91811975,9.291985934,2016
3,co ,21,0.089668,3.071129,0,0,0,25.869218,3.160797,2002
3,co ,21,0.137903556,3.016395653,14.64360935,4.27514069,24.52439258,22.98375982,17.79790855,2022
3,co ,21,0.1457105,1.0199735,1.3562285,0,0,20.46215267,2.5219125,2010
3,co ,21,0.650116762,21.11476957,21.96541402,38.37026967,0,21.17193774,43.73030035,2016
3,co ,22,0,0,0,0,7.672238874,11.23395316,0,2022
3,co ,22,0.3698805,1.703692,0,0,0,21.09454833,2.0735725,2010
3,co ,22,0.44834,0.336255,0,8.451209,0,10.648075,0.784595,2002
3,co ,22,0.531913714,3.016395653,2.928721869,5.287712669,6.804219431,23.15571099,6.477031236,2016
3,co ,23,0.6388845,1.367437,0,0,0,10.42388222,2.0063215,2010
3,co ,23,0.66981727,4.524593479,7.321804673,35.30957264,0,5.929033997,12.51621542,2022
3,co ,23,0.829429,2.039947,0,4.102311,0,18.583693,2.869376,2002
3,co ,23,1.241132,6.409840762,1.464360935,29.25392157,1.523062645,29.55602699,9.115333697,2016
3,co ,24,0.177304571,0.377049457,5.857443738,47.75403125,12.38861875,46.19037712,6.411797766,2022
3,co ,24,0.762178,1.0199735,1.3562285,30.2741585,0.963931,23.94891131,3.13838,2010
3,co ,24,0.874263,1.703692,2.712457,26.810732,5.469748,46.784279,5.290412,2002
3,co ,24,1.221431492,6.409840762,8.786165607,40.60346552,2.294034439,36.99755223,16.41743786,2016
3,co ,25,0.1681275,1.031182,2.712457,0,0,21.40675842,3.9117665,2010
3,co ,25,0.218266175,3.068665008,8.960165976,45.466357,0,20.58922699,12.24709716,2016
3,co ,25,0.358672,0.67251,1.389854,0,0,26.608979,2.421036,2002
3,co ,25,0.360851494,0.769033015,2.957721931,90.66095474,0,60.72319045,4.087606439,2022
3,co ,26,0.276986201,4.53211571,4.400386395,89.08343063,0,17.80622033,9.209488306,2016
3,co ,26,0.5716335,0,0,0,0,24.49880777,0.5716335,2010
3,co ,26,0.671291133,6.803815237,5.87205092,87.14878471,7.8280164,33.93750048,13.34715729,2022
3,co ,26,0.67251,0.694927,0,1.681275,0,59.786139,1.367437,2002
3,co ,27,0.067251,0.6837185,2.712457,0,0,22.40360578,3.4634265,2010
3,co ,27,0.137903556,1.885247283,0,0,0,37.62483448,2.023150839,2022
3,co ,27,0.156919,3.407384,5.424914,0,0,41.987041,8.989217,2002
3,co ,27,0.374309651,3.393445109,4.393082804,0,0,7.330096497,8.160837564,2016
3,co ,28,0.044834,0,0,0,0,15.490147,0.044834,2002
3,co ,28,0.179336,1.367437,0,0,0,25.58111574,1.546773,2010
3,co ,28,0.197005079,2.26229674,4.393082804,2.6093388,20.84365927,18.56404966,6.852384623,2022
3,co ,28,0.433411175,3.770494566,4.393082804,19.1714986,0,21.38529299,8.596988544,2016
3,co ,29,0.067251,4.102311,2.734874,0,0,40.036762,6.904436,2002
3,co ,29,0.118792593,3.031440113,13.24498073,101.650446,48.05306147,61.47785236,16.39521344,2022
3,co ,29,0.1457105,3.766056,9.549642,0,0,108.00242,13.4614085,2010
3,co ,29,0.356377778,9.473250355,23.54663241,54.63410322,0,17.65655491,33.37626054,2016
3,co ,30,0,0.336255,0,10.199735,7.868367,52.971371,0.336255,2002
3,co ,30,0.044834,0.6837185,0,0,0,53.75079523,0.7285525,2010
3,co ,30,0.098993827,1.894650071,0,0,38.06451255,28.44151181,1.993643898,2022
3,co ,30,0.277182716,1.894650071,1.471664526,14.85720338,0,11.12569183,3.643497313,2016
3,co ,31,0.039401016,4.147544023,5.857443738,0,0,10.39331566,10.04438878,2016
3,co ,31,0.089668,0.6837185,1.3562285,0,1.9614875,15.61619547,2.129615,2010
3,co ,31,0.09850254,0.377049457,0,0,0,13.75586566,0.475551996,2022
3,co ,31,0.134502,1.367437,1.367437,0,0,17.059337,2.869376,2002
3,co ,32,0,0,2.928721869,0,12.78549919,28.95736531,2.928721869,2022
3,co ,32,0.019700508,2.639346196,2.928721869,0,21.02156867,9.227894162,5.587768573,2016
3,co ,32,0.0560425,2.039947,1.3562285,21.6436135,7.5881545,20.14319578,3.452218,2010
3,co ,32,0.112085,4.774821,1.367437,58.598038,0,31.249298,6.254343,2002
3,co ,33,0.044834,1.0199735,0,0,0,74.07733891,1.0648075,2010
3,co ,33,0.044834,2.039947,5.424914,1.658858,10.222152,114.99921,7.509695,2002
3,co ,33,0.059101524,6.032791306,8.786165607,137.237175,0,10.34874416,14.87805844,2016
3,co ,33,0.078802032,4.524593479,13.17924841,30.09715745,79.14437701,109.6488353,17.78264392,2022
3,co ,34,0,0,0,0,0,25.84415589,0,2010
3,co ,34,0.044834,0,1.367437,0.941514,0,47.277453,1.412271,2002
3,co ,34,0.078802032,0,0,0,0,22.20681216,0.078802032,2016
3,co ,34,0.09850254,1.508197826,1.464360935,0,0,25.13948424,3.071061301,2022
3,co ,35,0.078802032,3.016395653,7.321804673,0,0,41.11793156,10.41700236,2022
3,co ,35,0.1457105,0.336255,2.712457,0,0,46.05154923,3.1944225,2010
3,co ,35,0.22417,1.031182,0,0,0,60.279313,1.255352,2002
3,co ,35,0.394010159,3.016395653,2.928721869,0,0,22.35647757,6.339127681,2016
3,co ,36,0.118203048,3.393445109,5.857443738,8.468870009,46.61583766,22.98184799,9.369091895,2022
3,co ,36,0.179336,2.376202,2.712457,0,0,38.736576,5.267995,2002
3,co ,36,0.2129615,3.071129,17.6309705,5.111076,0,26.16382648,20.915061,2010
3,co ,36,0.334908635,2.639346196,10.25052654,54.21557568,0,52.56840738,13.22478137,2016
1,bo,1,0.019798765,13.64148051,7.358322628,60.06593544,14.10217154,25.80500316,21.0196019,2022
1,bo,1,0.044834,2.398619,0,0,0,12.150014,2.443453,2002
1,bo,1,0.1457105,1.7149005,2.7236655,2.622789,0,165.7136211,4.5842765,2010
1,bo,1,0.574164198,16.29399061,11.77331621,45.09608075,0,18.54176391,28.64147101,2016
1,bo,2,0,1.894650071,2.943329051,59.17876025,0,29.70885982,4.837979122,2022
1,bo,2,0.067251,0,0,0,3.855724,19.345871,0.067251,2002
1,bo,2,0.134502,1.367437,1.367437,0,0,33.2691195,2.869376,2010
1,bo,2,0.138591358,7.199670269,2.943329051,16.78725522,0,14.70476449,10.28159068,2016
1,bo,3,0.078802032,7.540989132,5.857443738,85.56543793,2.633344717,10.93145491,13.4772349,2022
1,bo,3,0.134502,2.734874,2.712457,14.638301,0,8.877132,5.581833,2002
1,bo,3,0.156919,2.7236655,0,0,0,20.30073367,2.8805845,2010
1,bo,3,0.925923873,20.36067066,14.64360935,40.58143775,1.888880894,25.46110082,35.93020388,2016
1,bo,4,0.098892687,3.038796805,0,23.52684236,4.097183784,26.13295457,3.137689492,2022
1,bo,4,0.43653235,3.023862704,4.393082804,3.36500342,3.456785776,12.78468108,7.853477857,2016
1,bo,4,0.560425,0.336255,0,0,22.372166,9.86348,0.89668,2002
1,bo,4,0.6388845,3.4185925,0,1.6700665,0,49.45356457,4.057477,2010
1,bo,5,0.022417,0.358672,0,0,0.717344,0.762178,0.381089,2002
1,bo,5,0.0336255,1.389854,0,0,0,16.94390779,1.4234795,2010
1,bo,5,0.140634584,1.538066029,0,0,0,2.716149416,1.678700614,2016
1,bo,5,0.220997204,0,0,18.10776754,0.704521476,8.301281078,0.220997204,2022
1,bo,6,0.059396296,3.402847897,4.393082804,111.705794,39.16591445,16.01985141,7.855326997,2022
1,bo,6,0.067251,1.703692,0,7.576946,0,20.040798,1.770943,2002
1,bo,6,0.138296586,9.458205894,11.74410184,81.43874705,0,28.73767524,21.34060432,2016
1,bo,6,0.2129615,3.4185925,5.447331,7.3415675,0,16.97406601,9.078885,2010
1,bo,7,0.059101524,10.18033533,14.64360935,79.12767724,1.014510925,10.95374066,24.8830462,2022
1,bo,7,0.358672,1.031182,0,0,0,14.996973,1.389854,2002
1,bo,7,0.728918794,2.26229674,0,0,0,41.91083015,2.991215533,2016
1,bo,7,0.7509695,0.67251,0,0,0,11.96346727,1.4234795,2010
1,bo,8,0.079195062,4.168230156,5.886658103,70.12858959,5.009930496,14.1029354,10.13408332,2022
1,bo,8,0.1232935,8.5745025,1.367437,0,0,24.36539863,10.065233,2010
1,bo,8,0.134502,1.703692,0,8.496043,0,11.858593,1.838194,2002
1,bo,8,0.316780247,13.64148051,0,12.84113836,0,17.61515082,13.95826076,2016
1,bo,9,0.059396296,5.305020199,5.886658103,32.13661666,12.58275356,26.76023681,11.2510746,2022
1,bo,9,0.493174,0,0,2.622789,0,3.945392,0.493174,2002
1,bo,9,1.232935,0.694927,2.7236655,2.129615,1.9614875,13.30114529,4.6515275,2010
1,bo,9,1.56410247,3.031440113,5.886658103,34.1283514,0,22.25138365,10.48220069,2016
1,bo,10,0,1.031182,1.367437,12.374184,28.402339,5.60425,2.398619,2002
1,bo,10,0,2.273580085,5.886658103,33.97254744,24.50247413,23.86896882,8.160238188,2022
1,bo,10,0.019798765,13.64148051,4.414993577,18.41730987,0,22.20681216,18.07627285,2016
1,bo,10,0.022417,0,2.734874,6.7138915,0,24.19089076,2.757291,2010
1,bo,11,0,0.336255,0,0,1.950279,25.10704,0.336255,2002
1,bo,11,0.039401016,4.147544023,5.857443738,28.36873143,17.26938698,15.00726274,10.04438878,2022
1,bo,11,0.078802032,6.409840762,5.857443738,38.03460848,0,41.45866648,12.34608653,2016
1,bo,11,0.2802125,3.407384,0,0.941514,0,8.076477596,3.6875965,2010
1,bo,12,0,1.885247283,0,29.41872937,31.39504257,19.06078482,1.885247283,2022
1,bo,12,0.044834,3.071129,0,0,0,10.222152,3.115963,2002
1,bo,12,0.201753,3.071129,2.712457,1.6700665,0,18.33382741,5.985339,2010
1,bo,12,0.315208127,13.95082989,10.25052654,45.57859371,0,28.00529907,24.51656456,2016
1,bo,13,0,1.922582537,4.480082988,13.61344239,28.91277857,33.79100247,6.402665525,2022
1,bo,13,0.156919,0,0,3.855724,11.499921,12.32935,0.156919,2002
1,bo,13,0.2129615,0.694927,1.3786455,13.943374,0,23.89923003,2.286534,2010
1,bo,13,0.361631788,6.536780625,4.480082988,42.33526747,0,18.00362466,11.3784954,2016
1,bo,14,0.022417,1.703692,2.712457,4.416149,0,17.126588,4.438566,2002
1,bo,14,0.059101524,5.278692392,11.71488748,39.93227726,12.59527839,21.7132444,17.05268139,2022
1,bo,14,0.157604064,9.803285872,8.786165607,54.91731735,0,21.47443599,18.74705554,2016
1,bo,14,0.358672,3.071129,5.424914,0,5.0101995,19.70146129,8.854715,2010
1,bo,15,0,0.336255,0,0,0,22.41791606,0.336255,2010
1,bo,15,0,1.13114837,5.857443738,73.27336471,67.17377433,30.85516298,6.988592108,2022
1,bo,15,0.022417,3.407384,0,5.873254,0,8.944383,3.429801,2002
1,bo,15,0.197005079,11.3114837,5.857443738,112.9468433,0,9.119632829,17.36593252,2016
1,bo,16,0.020090655,3.076132059,5.973443984,56.92220405,27.1608685,47.9544603,9.069666698,2022
1,bo,16,0.0560425,2.4322445,5.5257905,18.628527,0,39.3621292,8.0140775,2010
1,bo,16,0.156919,2.443453,2.757291,0,0,14.369297,5.357663,2002
1,bo,16,0.321450478,11.15097871,11.94688797,67.15006981,0,9.982556078,23.41931716,2016
1,bo,17,0,5.76774761,4.480082988,30.7714106,11.68801129,18.80285807,10.2478306,2022
1,bo,17,0.044834,1.389854,5.536999,0,0,9.504808,6.971687,2002
1,bo,17,0.2129615,2.4322445,1.3786455,6.4897215,0,13.38425881,4.0238515,2010
1,bo,17,0.381722443,7.30581364,4.480082988,14.71979208,0,20.78346391,12.16761907,2016
1,bo,18,0.246587,0.694927,0,0,0,4.169562,0.941514,2002
1,bo,18,0.269004,0.3474635,1.3786455,0,0,34.61732969,1.995113,2010
1,bo,18,0.743354231,18.07227585,10.45352697,95.61556725,9.629242974,29.39041064,29.26915705,2022
1,bo,18,0.964351434,3.460648566,5.973443984,13.10442261,0,13.92781683,10.39844398,2016
1,bo,19,0,0,0,1.277769,19.27862,15.041807,0,2002
1,bo,19,0.0336255,0,0,0,0,13.81740714,0.0336255,2010
1,bo,19,0.039401016,1.508197826,1.464360935,11.12821736,0,18.65002524,3.011959777,2016
1,bo,19,0.216705587,13.19673098,7.321804673,47.59329598,7.064784801,23.33082957,20.73524124,2022
1,bo,20,0,6.441810241,5.886658103,121.3405166,8.81121526,27.94477665,12.32846834,2022
1,bo,20,0.112085,1.703692,0,0,0,20.466721,1.815777,2002
1,bo,20,0.650093,4.4497745,1.367437,0,0,151.2988767,6.4673045,2010
1,bo,20,0.811749383,11.74683044,5.886658103,140.4123201,0,16.59939475,18.44523793,2016
1,bo,21,0.044834,0,2.712457,0,0,8.944383,2.757291,2002
1,bo,21,0.078802032,6.032791306,19.03669215,132.124392,37.51263739,16.30006391,25.14828549,2022
1,bo,21,0.118203048,7.163939675,23.42977495,103.0574255,3.854858968,26.82075924,30.71191768,2016
1,bo,21,0.201753,3.071129,0,0,0,17.92623524,3.272882,2010
1,bo,22,0,3.429801,1.367437,2.622789,9.527225,7.756282,4.797238,2002
1,bo,22,0.044834,1.7149005,0,0,13.293281,20.29848232,1.7597345,2010
1,bo,22,0.059396296,6.820740255,14.71664526,5.414634556,10.40418568,16.71082349,21.59678181,2016
1,bo,22,0.178188889,5.683950213,5.886658103,26.94194498,22.29497351,26.93218798,11.7487972,2022
1,bo,23,0,0.377049457,0,1.352681234,9.20261608,18.50035982,0.377049457,2022
1,bo,23,0.044834,1.367437,0,5.111076,0,11.186083,1.412271,2002
1,bo,23,0.067251,1.0199735,1.3562285,2.6115805,0,10.90916916,2.443453,2010
1,bo,23,0.09850254,2.26229674,0,6.572665658,3.173571648,13.15086916,2.360799279,2016
1,bo,24,0,0.757860028,0,0,11.27234362,19.08307057,0.757860028,2022
1,bo,24,0.044834,0.694927,2.734874,0,0,23.54990893,3.474635,2010
1,bo,24,0.134502,1.031182,0,17.552511,0.963931,21.251316,1.165684,2002
1,bo,24,0.138591358,2.652510099,2.943329051,0,5.289810551,25.99924007,5.734430509,2016
1,bo,25,0,1.513839499,2.943329051,0,5.925025613,20.57010865,4.457168551,2022
1,bo,25,0.044834,0,0,5.873254,0,7.39761,0.044834,2002
1,bo,25,0.112085,1.367437,1.367437,3.7548475,0,23.53876606,2.846959,2010
1,bo,25,0.33628424,3.789300142,1.471664526,7.757969232,3.531522838,17.80938774,5.597248908,2016
1,bo,26,0,0,0,0,0,5.940505,0,2002
1,bo,26,0.019700508,2.644987869,11.77331621,0,0,17.20755865,14.43800458,2022
1,bo,26,0.0336255,0.3474635,0,0,0,20.04853104,0.381089,2010
1,bo,26,0.059101524,0.377049457,0,0,0,32.14479674,0.43615098,2016
1,bo,27,0.177304571,1.13114837,0,1.428873927,16.68619976,16.43061099,1.308452941,2022
1,bo,27,0.177304571,7.163939675,10.25052654,21.15085067,0.756024381,35.68246531,17.59177079,2016
1,bo,27,0.22417,1.031182,1.367437,0,0,14.167544,2.622789,2002
1,bo,27,0.3026295,5.447331,8.137371,0,0,7.438357829,13.8873315,2010
1,bo,28,0,2.734874,0,0.941514,0,7.016521,2.734874,2002
1,bo,28,0.019700508,0.754098913,1.464360935,16.02134023,10.6461023,21.67184031,2.238160356,2022
1,bo,28,0.0560425,0.6837185,1.3562285,5.111076,0,11.84150636,2.0959895,2010
1,bo,28,0.295507619,9.049186958,10.25052654,15.96908107,0,8.450946497,19.59522112,2016
1,bo,29,0,3.845165074,0,49.06391932,16.51241779,30.12278681,3.845165074,2022
1,bo,29,0.022417,0,0,1.300186,0,6.635432,0.022417,2002
1,bo,29,0.022417,0.3474635,0,11.6007975,0,15.71479645,0.3698805,2010
1,bo,29,0.120543929,4.998714596,7.46680498,9.799208837,6.95448026,23.17482933,12.58606351,2016
1,bo,30,0.020090655,3.845165074,4.480082988,77.35019565,7.168114617,23.65561356,8.345338717,2022
1,bo,30,0.089668,0.694927,1.389854,2.152032,0,17.216256,2.174449,2002
1,bo,30,0.3026295,7.2967335,1.3786455,0,1.277769,31.53754889,8.9780085,2010
1,bo,30,0.582628992,14.22711077,4.480082988,79.45100344,0,15.56452033,19.28982275,2016
1,bo,31,0,2.376202,0,1.658858,0,10.244569,2.376202,2002
1,bo,31,0.019700508,1.13114837,5.857443738,29.06594676,1.65640827,30.18647665,7.008292616,2022
1,bo,31,0.1008765,1.3562285,1.3562285,1.6700665,0,15.16807103,2.8133335,2010
1,bo,31,0.334908635,3.393445109,7.321804673,1.074115805,1.812570421,31.97284557,11.05015842,2016
1,bo,32,0,0.384516507,1.493360996,0,6.916835291,21.34705632,1.877877503,2022
1,bo,32,0.089668,0.694927,1.3786455,7.7674905,0,14.44397568,2.1632405,2010
1,bo,32,0.100453274,1.153549522,4.480082988,0,8.159713717,25.97695433,5.734085785,2016
1,bo,32,0.134502,1.389854,5.536999,0.963931,0,4.393732,7.061355,2002
1,bo,33,0,0.694927,0,20.870227,2.869376,9.818646,0.694927,2002
1,bo,33,0.089668,0.694927,0,1.681275,4.8308635,21.943772,0.784595,2010
1,bo,33,0.119084482,9.506769314,5.886658103,30.03538277,0,29.12614907,15.5125119,2016
1,bo,33,0.199447102,20.21178009,10.34504462,43.43505366,3.432585191,23.89125457,30.75627182,2022
1,bo,34,0.039597531,5.680189098,7.358322628,38.56498373,2.912804902,15.93387582,13.07810926,2022
1,bo,34,0.044834,0.694927,0,0,0,13.853706,0.739761,2002
1,bo,34,0.2129615,2.398619,0,0,0,26.16352113,2.6115805,2010
1,bo,34,0.237585185,9.090559225,2.93602546,20.47008783,0,43.37874989,12.26416987,2016
1,bo,35,0.019700508,0.377049457,1.464360935,7.578600284,2.127252786,15.30659358,1.861110899,2016
1,bo,35,0.022417,0,0,5.357663,0,8.339124,0.022417,2002
1,bo,35,0.0560425,0.6837185,0,11.3766275,0,13.86954575,0.739761,2010
1,bo,35,0.157604064,6.409840762,0,11.37671717,0,16.71082349,6.567444826,2022
1,bo,36,0,0.3474635,0,1.6700665,0,11.8134965,0.3474635,2010
1,bo,36,0,0.358672,1.389854,0,0,28.357505,1.748526,2002
1,bo,36,0.04018131,3.438247414,1.493360996,0,0,21.79921998,4.97178972,2022
1,bo,36,0.098892687,0,0,1.939492308,0,6.100985165,0.098892687,2016
2,bo,1,0.156919,0.67251,0,0,0,13.831289,0.829429,2002
2,bo,1,0.177304571,0,0,43.26909972,0,44.2225548,0.177304571,2022
2,bo,1,0.256106603,3.770494566,2.928721869,45.58908312,0,15.45942641,6.955323038,2016
2,bo,1,0.9975565,4.774821,5.424914,35.486111,0,30.76663069,11.1972915,2010
2,bo,2,0.201753,0,1.367437,0.941514,3.205631,22.775672,1.56919,2002
2,bo,2,0.630416254,4.524593479,7.321804673,44.37754684,0,24.42939382,12.47681441,2022
2,bo,2,0.650116762,8.295088045,5.857443738,33.07311653,0,27.29204124,14.80264855,2016
2,bo,2,1.6028155,0,0,0,0,36.41259013,1.6028155,2010
2,bo,3,0.044834,0,0,1.277769,0,29.837027,0.044834,2002
2,bo,3,0.137903556,0.754098913,7.321804673,5.655891035,0,19.1913319,8.213807142,2016
2,bo,3,0.275807111,3.016395653,0,5.963904761,1.515503975,35.89582057,3.292202764,2022
2,bo,3,0.2802125,0.336255,0,0.941514,0,25.57825368,0.6164675,2010
2,bo,4,0.22417,0.336255,0,0,0,13.091528,0.560425,2002
2,bo,4,0.275905369,2.643107311,0,0,0,23.0697354,2.91901268,2016
2,bo,4,0.515591,0.336255,0,0,0,23.27542055,0.851846,2010
2,bo,4,1.046485101,3.402847897,1.464360935,0,0,14.96269124,5.913693933,2022
2,bo,5,0.039401016,0.754098913,1.464360935,5.899193159,0,32.2995414,2.257860864,2022
2,bo,5,0.039401016,1.885247283,4.393082804,11.71772232,0,22.89778424,6.317731103,2016
2,bo,5,0.089668,0,2.712457,0,0,4.93174,2.802125,2002
2,bo,5,1.389854,2.0511555,8.137371,6.7811425,0,13.79123665,11.5783805,2010
2,bo,6,0.019700508,1.885247283,1.464360935,17.8040405,6.20057179,24.51220199,3.369308726,2022
2,bo,6,0.381089,1.0199735,1.3562285,9.6056845,0,27.26464209,2.757291,2010
2,bo,6,0.493174,1.703692,0,0,5.088659,6.321594,2.196866,2002
2,bo,6,0.965324889,2.26229674,2.928721869,18.55577011,2.777071869,31.37101648,6.156343498,2016
2,bo,7,0.067251,0.336255,0,0,12.531103,10.110067,0.403506,2002
2,bo,7,0.197005079,9.803285872,7.321804673,10.89659883,5.655741849,14.27488657,17.32209562,2022
2,bo,7,1.083527937,2.26229674,1.464360935,14.13762971,3.515002014,4.225473248,4.810185611,2016
2,bo,7,1.2441435,1.367437,1.3562285,11.8249675,0,22.5287341,3.967809,2010
2,bo,8,0.059101524,3.393445109,2.928721869,64.37656314,11.61207953,19.01621332,6.381268502,2022
2,bo,8,0.112085,0.67251,2.712457,2.107198,0,12.32935,3.497052,2002
2,bo,8,0.57131473,2.26229674,5.857443738,57.67603275,1.737833359,12.41849299,8.691055208,2016
2,bo,8,1.34502,4.438566,2.712457,32.145978,0,21.64638716,8.496043,2010
2,bo,9,0.044834,0.336255,10.894662,9.258221,0,8.921966,11.275751,2002
2,bo,9,0.296981482,1.136790043,2.943329051,12.29207322,16.54138145,44.21938739,4.377100576,2022
2,bo,9,1.12852963,3.031440113,4.414993577,17.255083,2.095784549,11.27535725,8.574963321,2016
2,bo,9,2.5891635,4.1135195,2.7236655,22.439417,3.0823375,47.66566163,9.4263485,2010
2,bo,10,0,0.336255,0,2.600372,0,3.564303,0.336255,2002
2,bo,10,0.157898836,2.26981897,14.66552012,21.71283002,9.654292626,26.26033424,17.09323792,2022
2,bo,10,1.404926287,4.160707926,2.928721869,19.07709389,0.963714742,5.820772665,8.494356081,2016
2,bo,10,1.726109,0.6837185,2.7236655,18.4379825,0,32.79753214,5.133493,2010
2,bo,11,0.039401016,8.295088045,0,5.688358584,5.143006775,32.57784207,8.334489061,2022
2,bo,11,0.067251,0.67251,0,10.468739,0,13.382949,0.739761,2002
2,bo,11,0.57131473,2.639346196,2.928721869,12.88624284,2.646478687,25.6807909,6.139382796,2016
2,bo,11,0.8182205,1.0199735,4.0686855,12.419018,0,20.18991564,5.9068795,2010
2,bo,12,0.177304571,1.508197826,4.393082804,3.391096704,5.523448372,26.43545281,6.078585202,2022
2,bo,12,0.512213206,6.409840762,8.786165607,4.171639215,22.20398765,11.08112033,15.70821958,2016
